District,Urban/Rural,Age_years,Male,Female,Total,County,Province,OBJECTID
POKOT CENTRAL,Urban,77,0,0,0,West Pokot,RIFT VALLEY,8195
POKOT CENTRAL,Urban,78,0,0,0,West Pokot,RIFT VALLEY,8196
POKOT CENTRAL,Urban,79,0,0,0,West Pokot,RIFT VALLEY,8197
POKOT CENTRAL,Urban,80+,0,0,0,West Pokot,RIFT VALLEY,8198
POKOT CENTRAL,Urban,Age NS,0,0,0,West Pokot,RIFT VALLEY,8199
SAMBURU CENTRAL,Urban,0,297,303,600,Samburu,RIFT VALLEY,8200
SAMBURU CENTRAL,Urban,1,273,275,548,Samburu,RIFT VALLEY,8201
SAMBURU CENTRAL,Urban,2,267,272,539,Samburu,RIFT VALLEY,8202
SAMBURU CENTRAL,Urban,3,297,299,596,Samburu,RIFT VALLEY,8203
SAMBURU CENTRAL,Urban,4,275,281,556,Samburu,RIFT VALLEY,8204
SAMBURU CENTRAL,Urban,5,277,273,550,Samburu,RIFT VALLEY,8205
SAMBURU CENTRAL,Urban,6,268,289,557,Samburu,RIFT VALLEY,8206
SAMBURU CENTRAL,Urban,7,262,281,543,Samburu,RIFT VALLEY,8207
SAMBURU CENTRAL,Urban,8,198,224,422,Samburu,RIFT VALLEY,8208
SAMBURU CENTRAL,Urban,9,250,249,499,Samburu,RIFT VALLEY,8209
SAMBURU CENTRAL,Urban,10,238,253,491,Samburu,RIFT VALLEY,8210
SAMBURU CENTRAL,Urban,11,184,187,371,Samburu,RIFT VALLEY,8211
SAMBURU CENTRAL,Urban,12,265,249,514,Samburu,RIFT VALLEY,8212
SAMBURU CENTRAL,Urban,13,241,257,498,Samburu,RIFT VALLEY,8213
SAMBURU CENTRAL,Urban,14,244,249,493,Samburu,RIFT VALLEY,8214
SAMBURU CENTRAL,Urban,15,219,247,466,Samburu,RIFT VALLEY,8215
SAMBURU CENTRAL,Urban,16,203,222,425,Samburu,RIFT VALLEY,8216
SAMBURU CENTRAL,Urban,17,216,211,427,Samburu,RIFT VALLEY,8217
SAMBURU CENTRAL,Urban,18,213,212,425,Samburu,RIFT VALLEY,8218
SAMBURU CENTRAL,Urban,19,190,207,397,Samburu,RIFT VALLEY,8219
SAMBURU CENTRAL,Urban,20,214,304,518,Samburu,RIFT VALLEY,8220
SAMBURU CENTRAL,Urban,21,155,191,346,Samburu,RIFT VALLEY,8221
SAMBURU CENTRAL,Urban,22,179,225,404,Samburu,RIFT VALLEY,8222
SAMBURU CENTRAL,Urban,23,176,203,379,Samburu,RIFT VALLEY,8223
SAMBURU CENTRAL,Urban,24,180,176,356,Samburu,RIFT VALLEY,8224
SAMBURU CENTRAL,Urban,25,226,281,507,Samburu,RIFT VALLEY,8225
SAMBURU CENTRAL,Urban,26,160,183,343,Samburu,RIFT VALLEY,8226
SAMBURU CENTRAL,Urban,27,182,160,342,Samburu,RIFT VALLEY,8227
SAMBURU CENTRAL,Urban,28,159,185,344,Samburu,RIFT VALLEY,8228
SAMBURU CENTRAL,Urban,29,125,106,231,Samburu,RIFT VALLEY,8229
SAMBURU CENTRAL,Urban,30,269,230,499,Samburu,RIFT VALLEY,8230
SAMBURU CENTRAL,Urban,31,100,83,183,Samburu,RIFT VALLEY,8231
SAMBURU CENTRAL,Urban,32,173,125,298,Samburu,RIFT VALLEY,8232
SAMBURU CENTRAL,Urban,33,71,81,152,Samburu,RIFT VALLEY,8233
SAMBURU CENTRAL,Urban,34,99,86,185,Samburu,RIFT VALLEY,8234
SAMBURU CENTRAL,Urban,35,196,164,360,Samburu,RIFT VALLEY,8235
SAMBURU CENTRAL,Urban,36,98,89,187,Samburu,RIFT VALLEY,8236
SAMBURU CENTRAL,Urban,37,70,60,130,Samburu,RIFT VALLEY,8237
SAMBURU CENTRAL,Urban,38,90,93,183,Samburu,RIFT VALLEY,8238
SAMBURU CENTRAL,Urban,39,59,50,109,Samburu,RIFT VALLEY,8239
SAMBURU CENTRAL,Urban,40,133,126,259,Samburu,RIFT VALLEY,8240
SAMBURU CENTRAL,Urban,41,32,16,48,Samburu,RIFT VALLEY,8241
SAMBURU CENTRAL,Urban,42,66,50,116,Samburu,RIFT VALLEY,8242
SAMBURU CENTRAL,Urban,43,42,44,86,Samburu,RIFT VALLEY,8243
SAMBURU CENTRAL,Urban,44,38,24,62,Samburu,RIFT VALLEY,8244
SAMBURU CENTRAL,Urban,45,85,95,180,Samburu,RIFT VALLEY,8245
SAMBURU CENTRAL,Urban,46,44,30,74,Samburu,RIFT VALLEY,8246
SAMBURU CENTRAL,Urban,47,45,21,66,Samburu,RIFT VALLEY,8247
SAMBURU CENTRAL,Urban,48,60,28,88,Samburu,RIFT VALLEY,8248
SAMBURU CENTRAL,Urban,49,43,34,77,Samburu,RIFT VALLEY,8249
SAMBURU CENTRAL,Urban,50,70,79,149,Samburu,RIFT VALLEY,8250
SAMBURU CENTRAL,Urban,51,31,18,49,Samburu,RIFT VALLEY,8251
SAMBURU CENTRAL,Urban,52,40,20,60,Samburu,RIFT VALLEY,8252
SAMBURU CENTRAL,Urban,53,14,15,29,Samburu,RIFT VALLEY,8253
SAMBURU CENTRAL,Urban,54,27,18,45,Samburu,RIFT VALLEY,8254
SAMBURU CENTRAL,Urban,55,40,29,69,Samburu,RIFT VALLEY,8255
SAMBURU CENTRAL,Urban,56,16,8,24,Samburu,RIFT VALLEY,8256
SAMBURU CENTRAL,Urban,57,21,13,34,Samburu,RIFT VALLEY,8257
SAMBURU CENTRAL,Urban,58,17,18,35,Samburu,RIFT VALLEY,8258
SAMBURU CENTRAL,Urban,59,12,9,21,Samburu,RIFT VALLEY,8259
SAMBURU CENTRAL,Urban,60,36,54,90,Samburu,RIFT VALLEY,8260
SAMBURU CENTRAL,Urban,61,18,24,42,Samburu,RIFT VALLEY,8261
SAMBURU CENTRAL,Urban,62,16,10,26,Samburu,RIFT VALLEY,8262
SAMBURU CENTRAL,Urban,63,14,9,23,Samburu,RIFT VALLEY,8263
SAMBURU CENTRAL,Urban,64,12,13,25,Samburu,RIFT VALLEY,8264
SAMBURU CENTRAL,Urban,65,25,31,56,Samburu,RIFT VALLEY,8265
SAMBURU CENTRAL,Urban,66,5,4,9,Samburu,RIFT VALLEY,8266
SAMBURU CENTRAL,Urban,67,3,13,16,Samburu,RIFT VALLEY,8267
SAMBURU CENTRAL,Urban,68,5,5,10,Samburu,RIFT VALLEY,8268
SAMBURU CENTRAL,Urban,69,10,5,15,Samburu,RIFT VALLEY,8269
SAMBURU CENTRAL,Urban,70,31,39,70,Samburu,RIFT VALLEY,8270
SAMBURU CENTRAL,Urban,71,2,5,7,Samburu,RIFT VALLEY,8271
SAMBURU CENTRAL,Urban,72,4,6,10,Samburu,RIFT VALLEY,8272
SAMBURU CENTRAL,Urban,73,8,9,17,Samburu,RIFT VALLEY,8273
SAMBURU CENTRAL,Urban,74,8,8,16,Samburu,RIFT VALLEY,8274
SAMBURU CENTRAL,Urban,75,12,9,21,Samburu,RIFT VALLEY,8275
SAMBURU CENTRAL,Urban,76,1,7,8,Samburu,RIFT VALLEY,8276
SAMBURU CENTRAL,Urban,77,2,7,9,Samburu,RIFT VALLEY,8277
SAMBURU CENTRAL,Urban,78,3,5,8,Samburu,RIFT VALLEY,8278
SAMBURU CENTRAL,Urban,79,3,6,9,Samburu,RIFT VALLEY,8279
SAMBURU CENTRAL,Urban,80+,47,70,117,Samburu,RIFT VALLEY,8280
SAMBURU CENTRAL,Urban,Age NS,2,0,2,Samburu,RIFT VALLEY,8281
SAMBURU EAST,Urban,0,280,241,521,Samburu,RIFT VALLEY,8282
SAMBURU EAST,Urban,1,171,143,314,Samburu,RIFT VALLEY,8283
SAMBURU EAST,Urban,2,228,240,468,Samburu,RIFT VALLEY,8284
SAMBURU EAST,Urban,3,244,229,473,Samburu,RIFT VALLEY,8285
SAMBURU EAST,Urban,4,186,237,423,Samburu,RIFT VALLEY,8286
SAMBURU EAST,Urban,5,221,208,429,Samburu,RIFT VALLEY,8287
SAMBURU EAST,Urban,6,205,179,384,Samburu,RIFT VALLEY,8288
SAMBURU EAST,Urban,7,194,198,392,Samburu,RIFT VALLEY,8289
SAMBURU EAST,Urban,8,182,171,353,Samburu,RIFT VALLEY,8290
SAMBURU EAST,Urban,9,172,155,327,Samburu,RIFT VALLEY,8291
SAMBURU EAST,Urban,10,176,214,390,Samburu,RIFT VALLEY,8292
SAMBURU EAST,Urban,11,118,121,239,Samburu,RIFT VALLEY,8293
SAMBURU EAST,Urban,12,180,172,352,Samburu,RIFT VALLEY,8294
SAMBURU EAST,Urban,13,163,165,328,Samburu,RIFT VALLEY,8295
SAMBURU EAST,Urban,14,154,151,305,Samburu,RIFT VALLEY,8296
SAMBURU EAST,Urban,15,156,134,290,Samburu,RIFT VALLEY,8297
SAMBURU EAST,Urban,16,132,119,251,Samburu,RIFT VALLEY,8298
SAMBURU EAST,Urban,17,155,120,275,Samburu,RIFT VALLEY,8299
SAMBURU EAST,Urban,18,135,130,265,Samburu,RIFT VALLEY,8300
SAMBURU EAST,Urban,19,99,118,217,Samburu,RIFT VALLEY,8301
SAMBURU EAST,Urban,20,173,184,357,Samburu,RIFT VALLEY,8302
SAMBURU EAST,Urban,21,126,117,243,Samburu,RIFT VALLEY,8303
SAMBURU EAST,Urban,22,117,171,288,Samburu,RIFT VALLEY,8304
SAMBURU EAST,Urban,23,118,129,247,Samburu,RIFT VALLEY,8305
SAMBURU EAST,Urban,24,108,114,222,Samburu,RIFT VALLEY,8306
SAMBURU EAST,Urban,25,149,156,305,Samburu,RIFT VALLEY,8307
SAMBURU EAST,Urban,26,97,86,183,Samburu,RIFT VALLEY,8308
SAMBURU EAST,Urban,27,119,93,212,Samburu,RIFT VALLEY,8309
SAMBURU EAST,Urban,28,70,90,160,Samburu,RIFT VALLEY,8310
SAMBURU EAST,Urban,29,81,68,149,Samburu,RIFT VALLEY,8311
SAMBURU EAST,Urban,30,151,138,289,Samburu,RIFT VALLEY,8312
SAMBURU EAST,Urban,31,77,65,142,Samburu,RIFT VALLEY,8313
SAMBURU EAST,Urban,32,86,91,177,Samburu,RIFT VALLEY,8314
SAMBURU EAST,Urban,33,66,56,122,Samburu,RIFT VALLEY,8315
SAMBURU EAST,Urban,34,52,49,101,Samburu,RIFT VALLEY,8316
SAMBURU EAST,Urban,35,115,91,206,Samburu,RIFT VALLEY,8317
SAMBURU EAST,Urban,36,66,42,108,Samburu,RIFT VALLEY,8318
SAMBURU EAST,Urban,37,56,51,107,Samburu,RIFT VALLEY,8319
SAMBURU EAST,Urban,38,59,60,119,Samburu,RIFT VALLEY,8320
SAMBURU EAST,Urban,39,50,38,88,Samburu,RIFT VALLEY,8321
SAMBURU EAST,Urban,40,90,70,160,Samburu,RIFT VALLEY,8322
SAMBURU EAST,Urban,41,25,21,46,Samburu,RIFT VALLEY,8323
SAMBURU EAST,Urban,42,54,28,82,Samburu,RIFT VALLEY,8324
SAMBURU EAST,Urban,43,32,19,51,Samburu,RIFT VALLEY,8325
SAMBURU EAST,Urban,44,31,32,63,Samburu,RIFT VALLEY,8326
SAMBURU EAST,Urban,45,60,37,97,Samburu,RIFT VALLEY,8327
SAMBURU EAST,Urban,46,33,32,65,Samburu,RIFT VALLEY,8328
SAMBURU EAST,Urban,47,39,19,58,Samburu,RIFT VALLEY,8329
SAMBURU EAST,Urban,48,34,24,58,Samburu,RIFT VALLEY,8330
SAMBURU EAST,Urban,49,27,42,69,Samburu,RIFT VALLEY,8331
SAMBURU EAST,Urban,50,50,42,92,Samburu,RIFT VALLEY,8332
SAMBURU EAST,Urban,51,25,16,41,Samburu,RIFT VALLEY,8333
SAMBURU EAST,Urban,52,24,19,43,Samburu,RIFT VALLEY,8334
SAMBURU EAST,Urban,53,16,10,26,Samburu,RIFT VALLEY,8335
SAMBURU EAST,Urban,54,23,23,46,Samburu,RIFT VALLEY,8336
SAMBURU EAST,Urban,55,16,22,38,Samburu,RIFT VALLEY,8337
SAMBURU EAST,Urban,56,13,16,29,Samburu,RIFT VALLEY,8338
SAMBURU EAST,Urban,57,15,21,36,Samburu,RIFT VALLEY,8339
SAMBURU EAST,Urban,58,10,13,23,Samburu,RIFT VALLEY,8340
SAMBURU EAST,Urban,59,15,14,29,Samburu,RIFT VALLEY,8341
SAMBURU EAST,Urban,60,33,43,76,Samburu,RIFT VALLEY,8342
SAMBURU EAST,Urban,61,14,18,32,Samburu,RIFT VALLEY,8343
SAMBURU EAST,Urban,62,9,11,20,Samburu,RIFT VALLEY,8344
SAMBURU EAST,Urban,63,19,16,35,Samburu,RIFT VALLEY,8345
SAMBURU EAST,Urban,64,14,11,25,Samburu,RIFT VALLEY,8346
SAMBURU EAST,Urban,65,20,24,44,Samburu,RIFT VALLEY,8347
SAMBURU EAST,Urban,66,6,7,13,Samburu,RIFT VALLEY,8348
SAMBURU EAST,Urban,67,5,7,12,Samburu,RIFT VALLEY,8349
SAMBURU EAST,Urban,68,4,10,14,Samburu,RIFT VALLEY,8350
SAMBURU EAST,Urban,69,11,12,23,Samburu,RIFT VALLEY,8351
SAMBURU EAST,Urban,70,11,22,33,Samburu,RIFT VALLEY,8352
SAMBURU EAST,Urban,71,6,7,13,Samburu,RIFT VALLEY,8353
SAMBURU EAST,Urban,72,6,4,10,Samburu,RIFT VALLEY,8354
SAMBURU EAST,Urban,73,4,14,18,Samburu,RIFT VALLEY,8355
SAMBURU EAST,Urban,74,8,6,14,Samburu,RIFT VALLEY,8356
SAMBURU EAST,Urban,75,7,11,18,Samburu,RIFT VALLEY,8357
SAMBURU EAST,Urban,76,4,5,9,Samburu,RIFT VALLEY,8358
SAMBURU EAST,Urban,77,5,4,9,Samburu,RIFT VALLEY,8359
SAMBURU EAST,Urban,78,3,3,6,Samburu,RIFT VALLEY,8360
SAMBURU EAST,Urban,79,6,10,16,Samburu,RIFT VALLEY,8361
SAMBURU EAST,Urban,80+,54,53,107,Samburu,RIFT VALLEY,8362
SAMBURU EAST,Urban,Age NS,2,0,2,Samburu,RIFT VALLEY,8363
SAMBURU NORTH,Urban,0,141,117,258,Samburu,RIFT VALLEY,8364
SAMBURU NORTH,Urban,1,141,145,286,Samburu,RIFT VALLEY,8365
SAMBURU NORTH,Urban,2,173,164,337,Samburu,RIFT VALLEY,8366
SAMBURU NORTH,Urban,3,171,140,311,Samburu,RIFT VALLEY,8367
SAMBURU NORTH,Urban,4,163,164,327,Samburu,RIFT VALLEY,8368
SAMBURU NORTH,Urban,5,151,146,297,Samburu,RIFT VALLEY,8369
SAMBURU NORTH,Urban,6,133,136,269,Samburu,RIFT VALLEY,8370
SAMBURU NORTH,Urban,7,105,130,235,Samburu,RIFT VALLEY,8371
SAMBURU NORTH,Urban,8,148,121,269,Samburu,RIFT VALLEY,8372
SAMBURU NORTH,Urban,9,100,114,214,Samburu,RIFT VALLEY,8373
SAMBURU NORTH,Urban,10,163,141,304,Samburu,RIFT VALLEY,8374
SAMBURU NORTH,Urban,11,79,104,183,Samburu,RIFT VALLEY,8375
SAMBURU NORTH,Urban,12,111,132,243,Samburu,RIFT VALLEY,8376
SAMBURU NORTH,Urban,13,126,132,258,Samburu,RIFT VALLEY,8377
SAMBURU NORTH,Urban,14,94,121,215,Samburu,RIFT VALLEY,8378
SAMBURU NORTH,Urban,15,164,145,309,Samburu,RIFT VALLEY,8379
SAMBURU NORTH,Urban,16,94,96,190,Samburu,RIFT VALLEY,8380
SAMBURU NORTH,Urban,17,93,88,181,Samburu,RIFT VALLEY,8381
SAMBURU NORTH,Urban,18,72,62,134,Samburu,RIFT VALLEY,8382
SAMBURU NORTH,Urban,19,60,48,108,Samburu,RIFT VALLEY,8383
SAMBURU NORTH,Urban,20,93,108,201,Samburu,RIFT VALLEY,8384
SAMBURU NORTH,Urban,21,34,42,76,Samburu,RIFT VALLEY,8385
SAMBURU NORTH,Urban,22,64,70,134,Samburu,RIFT VALLEY,8386
SAMBURU NORTH,Urban,23,60,72,132,Samburu,RIFT VALLEY,8387
SAMBURU NORTH,Urban,24,46,55,101,Samburu,RIFT VALLEY,8388
SAMBURU NORTH,Urban,25,61,96,157,Samburu,RIFT VALLEY,8389
SAMBURU NORTH,Urban,26,33,43,76,Samburu,RIFT VALLEY,8390
SAMBURU NORTH,Urban,27,40,42,82,Samburu,RIFT VALLEY,8391
SAMBURU NORTH,Urban,28,31,32,63,Samburu,RIFT VALLEY,8392
SAMBURU NORTH,Urban,29,26,38,64,Samburu,RIFT VALLEY,8393
SAMBURU NORTH,Urban,30,64,80,144,Samburu,RIFT VALLEY,8394
SAMBURU NORTH,Urban,31,32,53,85,Samburu,RIFT VALLEY,8395
SAMBURU NORTH,Urban,32,41,53,94,Samburu,RIFT VALLEY,8396
SAMBURU NORTH,Urban,33,28,32,60,Samburu,RIFT VALLEY,8397
SAMBURU NORTH,Urban,34,14,23,37,Samburu,RIFT VALLEY,8398
SAMBURU NORTH,Urban,35,62,62,124,Samburu,RIFT VALLEY,8399
SAMBURU NORTH,Urban,36,29,45,74,Samburu,RIFT VALLEY,8400
SAMBURU NORTH,Urban,37,19,31,50,Samburu,RIFT VALLEY,8401
SAMBURU NORTH,Urban,38,17,25,42,Samburu,RIFT VALLEY,8402
SAMBURU NORTH,Urban,39,20,24,44,Samburu,RIFT VALLEY,8403
SAMBURU NORTH,Urban,40,54,63,117,Samburu,RIFT VALLEY,8404
SAMBURU NORTH,Urban,41,16,21,37,Samburu,RIFT VALLEY,8405
SAMBURU NORTH,Urban,42,20,35,55,Samburu,RIFT VALLEY,8406
SAMBURU NORTH,Urban,43,10,18,28,Samburu,RIFT VALLEY,8407
SAMBURU NORTH,Urban,44,11,24,35,Samburu,RIFT VALLEY,8408
SAMBURU NORTH,Urban,45,26,26,52,Samburu,RIFT VALLEY,8409
SAMBURU NORTH,Urban,46,10,12,22,Samburu,RIFT VALLEY,8410
SAMBURU NORTH,Urban,47,15,22,37,Samburu,RIFT VALLEY,8411
SAMBURU NORTH,Urban,48,18,17,35,Samburu,RIFT VALLEY,8412
SAMBURU NORTH,Urban,49,12,25,37,Samburu,RIFT VALLEY,8413
SAMBURU NORTH,Urban,50,42,52,94,Samburu,RIFT VALLEY,8414
SAMBURU NORTH,Urban,51,10,15,25,Samburu,RIFT VALLEY,8415
SAMBURU NORTH,Urban,52,14,26,40,Samburu,RIFT VALLEY,8416
SAMBURU NORTH,Urban,53,13,14,27,Samburu,RIFT VALLEY,8417
SAMBURU NORTH,Urban,54,6,13,19,Samburu,RIFT VALLEY,8418
SAMBURU NORTH,Urban,55,21,17,38,Samburu,RIFT VALLEY,8419
SAMBURU NORTH,Urban,56,6,14,20,Samburu,RIFT VALLEY,8420
SAMBURU NORTH,Urban,57,6,9,15,Samburu,RIFT VALLEY,8421
SAMBURU NORTH,Urban,58,9,8,17,Samburu,RIFT VALLEY,8422
SAMBURU NORTH,Urban,59,8,19,27,Samburu,RIFT VALLEY,8423
SAMBURU NORTH,Urban,60,26,35,61,Samburu,RIFT VALLEY,8424
SAMBURU NORTH,Urban,61,7,17,24,Samburu,RIFT VALLEY,8425
SAMBURU NORTH,Urban,62,8,11,19,Samburu,RIFT VALLEY,8426
SAMBURU NORTH,Urban,63,4,6,10,Samburu,RIFT VALLEY,8427
SAMBURU NORTH,Urban,64,7,7,14,Samburu,RIFT VALLEY,8428
SAMBURU NORTH,Urban,65,16,12,28,Samburu,RIFT VALLEY,8429
SAMBURU NORTH,Urban,66,2,3,5,Samburu,RIFT VALLEY,8430
SAMBURU NORTH,Urban,67,8,5,13,Samburu,RIFT VALLEY,8431
SAMBURU NORTH,Urban,68,7,10,17,Samburu,RIFT VALLEY,8432
SAMBURU NORTH,Urban,69,7,16,23,Samburu,RIFT VALLEY,8433
SAMBURU NORTH,Urban,70,16,28,44,Samburu,RIFT VALLEY,8434
SAMBURU NORTH,Urban,71,6,7,13,Samburu,RIFT VALLEY,8435
SAMBURU NORTH,Urban,72,2,5,7,Samburu,RIFT VALLEY,8436
SAMBURU NORTH,Urban,73,8,5,13,Samburu,RIFT VALLEY,8437
SAMBURU NORTH,Urban,74,7,3,10,Samburu,RIFT VALLEY,8438
SAMBURU NORTH,Urban,75,6,7,13,Samburu,RIFT VALLEY,8439
SAMBURU NORTH,Urban,76,4,3,7,Samburu,RIFT VALLEY,8440
SAMBURU NORTH,Urban,77,4,3,7,Samburu,RIFT VALLEY,8441
SAMBURU NORTH,Urban,78,2,6,8,Samburu,RIFT VALLEY,8442
SAMBURU NORTH,Urban,79,12,12,24,Samburu,RIFT VALLEY,8443
SAMBURU NORTH,Urban,80+,43,44,87,Samburu,RIFT VALLEY,8444
SAMBURU NORTH,Urban,Age NS,0,0,0,Samburu,RIFT VALLEY,8445
TRANS NZOIA WEST,Urban,0,2670,2543,5213,Trans Nzoia,RIFT VALLEY,8446
TRANS NZOIA WEST,Urban,1,2086,2001,4087,Trans Nzoia,RIFT VALLEY,8447
TRANS NZOIA WEST,Urban,2,2335,2292,4627,Trans Nzoia,RIFT VALLEY,8448
TRANS NZOIA WEST,Urban,3,2324,2336,4660,Trans Nzoia,RIFT VALLEY,8449
TRANS NZOIA WEST,Urban,4,2261,2198,4459,Trans Nzoia,RIFT VALLEY,8450
TRANS NZOIA WEST,Urban,5,2286,2193,4479,Trans Nzoia,RIFT VALLEY,8451
TRANS NZOIA WEST,Urban,6,1972,2001,3973,Trans Nzoia,RIFT VALLEY,8452
TRANS NZOIA WEST,Urban,7,1927,1986,3913,Trans Nzoia,RIFT VALLEY,8453
TRANS NZOIA WEST,Urban,8,1819,1858,3677,Trans Nzoia,RIFT VALLEY,8454
TRANS NZOIA WEST,Urban,9,1925,1998,3923,Trans Nzoia,RIFT VALLEY,8455
TRANS NZOIA WEST,Urban,10,1877,1947,3824,Trans Nzoia,RIFT VALLEY,8456
TRANS NZOIA WEST,Urban,11,1432,1490,2922,Trans Nzoia,RIFT VALLEY,8457
TRANS NZOIA WEST,Urban,12,1754,1910,3664,Trans Nzoia,RIFT VALLEY,8458
TRANS NZOIA WEST,Urban,13,1667,1809,3476,Trans Nzoia,RIFT VALLEY,8459
TRANS NZOIA WEST,Urban,14,1599,1749,3348,Trans Nzoia,RIFT VALLEY,8460
TRANS NZOIA WEST,Urban,15,1458,1681,3139,Trans Nzoia,RIFT VALLEY,8461
TRANS NZOIA WEST,Urban,16,1519,1728,3247,Trans Nzoia,RIFT VALLEY,8462
TRANS NZOIA WEST,Urban,17,1804,1913,3717,Trans Nzoia,RIFT VALLEY,8463
TRANS NZOIA WEST,Urban,18,1750,1869,3619,Trans Nzoia,RIFT VALLEY,8464
TRANS NZOIA WEST,Urban,19,1447,1626,3073,Trans Nzoia,RIFT VALLEY,8465
TRANS NZOIA WEST,Urban,20,1782,2247,4029,Trans Nzoia,RIFT VALLEY,8466
TRANS NZOIA WEST,Urban,21,1237,1572,2809,Trans Nzoia,RIFT VALLEY,8467
TRANS NZOIA WEST,Urban,22,1782,2084,3866,Trans Nzoia,RIFT VALLEY,8468
TRANS NZOIA WEST,Urban,23,1598,1863,3461,Trans Nzoia,RIFT VALLEY,8469
TRANS NZOIA WEST,Urban,24,1636,1750,3386,Trans Nzoia,RIFT VALLEY,8470
TRANS NZOIA WEST,Urban,25,1982,2097,4079,Trans Nzoia,RIFT VALLEY,8471
TRANS NZOIA WEST,Urban,26,1541,1500,3041,Trans Nzoia,RIFT VALLEY,8472
TRANS NZOIA WEST,Urban,27,1604,1442,3046,Trans Nzoia,RIFT VALLEY,8473
TRANS NZOIA WEST,Urban,28,1504,1466,2970,Trans Nzoia,RIFT VALLEY,8474
TRANS NZOIA WEST,Urban,29,1299,1169,2468,Trans Nzoia,RIFT VALLEY,8475
TRANS NZOIA WEST,Urban,30,1905,1751,3656,Trans Nzoia,RIFT VALLEY,8476
TRANS NZOIA WEST,Urban,31,960,770,1730,Trans Nzoia,RIFT VALLEY,8477
TRANS NZOIA WEST,Urban,32,1401,1219,2620,Trans Nzoia,RIFT VALLEY,8478
TRANS NZOIA WEST,Urban,33,898,757,1655,Trans Nzoia,RIFT VALLEY,8479
TRANS NZOIA WEST,Urban,34,973,766,1739,Trans Nzoia,RIFT VALLEY,8480
TRANS NZOIA WEST,Urban,35,1567,1220,2787,Trans Nzoia,RIFT VALLEY,8481
TRANS NZOIA WEST,Urban,36,794,654,1448,Trans Nzoia,RIFT VALLEY,8482
TRANS NZOIA WEST,Urban,37,759,643,1402,Trans Nzoia,RIFT VALLEY,8483
TRANS NZOIA WEST,Urban,38,859,760,1619,Trans Nzoia,RIFT VALLEY,8484
TRANS NZOIA WEST,Urban,39,720,613,1333,Trans Nzoia,RIFT VALLEY,8485
TRANS NZOIA WEST,Urban,40,1121,942,2063,Trans Nzoia,RIFT VALLEY,8486
TRANS NZOIA WEST,Urban,41,512,395,907,Trans Nzoia,RIFT VALLEY,8487
TRANS NZOIA WEST,Urban,42,670,516,1186,Trans Nzoia,RIFT VALLEY,8488
TRANS NZOIA WEST,Urban,43,422,371,793,Trans Nzoia,RIFT VALLEY,8489
TRANS NZOIA WEST,Urban,44,414,322,736,Trans Nzoia,RIFT VALLEY,8490
TRANS NZOIA WEST,Urban,45,753,608,1361,Trans Nzoia,RIFT VALLEY,8491
TRANS NZOIA WEST,Urban,46,452,371,823,Trans Nzoia,RIFT VALLEY,8492
TRANS NZOIA WEST,Urban,47,421,370,791,Trans Nzoia,RIFT VALLEY,8493
TRANS NZOIA WEST,Urban,48,454,361,815,Trans Nzoia,RIFT VALLEY,8494
TRANS NZOIA WEST,Urban,49,416,306,722,Trans Nzoia,RIFT VALLEY,8495
TRANS NZOIA WEST,Urban,50,551,447,998,Trans Nzoia,RIFT VALLEY,8496
TRANS NZOIA WEST,Urban,51,287,212,499,Trans Nzoia,RIFT VALLEY,8497
TRANS NZOIA WEST,Urban,52,320,231,551,Trans Nzoia,RIFT VALLEY,8498
TRANS NZOIA WEST,Urban,53,259,175,434,Trans Nzoia,RIFT VALLEY,8499
TRANS NZOIA WEST,Urban,54,266,182,448,Trans Nzoia,RIFT VALLEY,8500
TRANS NZOIA WEST,Urban,55,275,231,506,Trans Nzoia,RIFT VALLEY,8501
TRANS NZOIA WEST,Urban,56,202,147,349,Trans Nzoia,RIFT VALLEY,8502
TRANS NZOIA WEST,Urban,57,207,189,396,Trans Nzoia,RIFT VALLEY,8503
TRANS NZOIA WEST,Urban,58,137,120,257,Trans Nzoia,RIFT VALLEY,8504
TRANS NZOIA WEST,Urban,59,161,107,268,Trans Nzoia,RIFT VALLEY,8505
TRANS NZOIA WEST,Urban,60,245,195,440,Trans Nzoia,RIFT VALLEY,8506
TRANS NZOIA WEST,Urban,61,136,89,225,Trans Nzoia,RIFT VALLEY,8507
TRANS NZOIA WEST,Urban,62,130,88,218,Trans Nzoia,RIFT VALLEY,8508
TRANS NZOIA WEST,Urban,63,103,81,184,Trans Nzoia,RIFT VALLEY,8509
TRANS NZOIA WEST,Urban,64,67,94,161,Trans Nzoia,RIFT VALLEY,8510
TRANS NZOIA WEST,Urban,65,125,109,234,Trans Nzoia,RIFT VALLEY,8511
TRANS NZOIA WEST,Urban,66,64,58,122,Trans Nzoia,RIFT VALLEY,8512
TRANS NZOIA WEST,Urban,67,80,63,143,Trans Nzoia,RIFT VALLEY,8513
TRANS NZOIA WEST,Urban,68,57,47,104,Trans Nzoia,RIFT VALLEY,8514
TRANS NZOIA WEST,Urban,69,50,51,101,Trans Nzoia,RIFT VALLEY,8515
TRANS NZOIA WEST,Urban,70,107,102,209,Trans Nzoia,RIFT VALLEY,8516
TRANS NZOIA WEST,Urban,71,44,41,85,Trans Nzoia,RIFT VALLEY,8517
TRANS NZOIA WEST,Urban,72,42,34,76,Trans Nzoia,RIFT VALLEY,8518
